Sample alias," ""First Fastq File"""," ""First Checksum"""," ""First Unencrypted checksum"""," ""Second Fastq File"""," ""Second Checksum"""," ""Second Unencrypted checksum"""
run8_S93,run8_93_S93_L001_R1_001.fastq.gz,,,run8_93_S93_L001_R2_001.fastq.gz,,
run9_S10,run9_10_S10_L001_R1_001.fastq.gz,,,run9_10_S10_L001_R2_001.fastq.gz,,
run8_S89,run8_89_S89_L001_R1_001.fastq.gz,,,run8_89_S89_L001_R2_001.fastq.gz,,
run5_S11,run5_11_S11_L001_R1_001.fastq.gz,,,run5_11_S11_L001_R2_001.fastq.gz,,
run9_S20,run9_20_S20_L001_R1_001.fastq.gz,,,run9_20_S20_L001_R2_001.fastq.gz,,
run5_S57,run5_57_S57_L001_R1_001.fastq.gz,,,run5_57_S57_L001_R2_001.fastq.gz,,
run8_S72,run8_72_S72_L001_R1_001.fastq.gz,,,run8_72_S72_L001_R2_001.fastq.gz,,
run8_S51,run8_51_S51_L001_R1_001.fastq.gz,,,run8_51_S51_L001_R2_001.fastq.gz,,
run8_S3726,run8_3726_S3726_L001_R1_001.fastq.gz,,,run8_3726_S3726_L001_R2_001.fastq.gz,,
run3_S63,run3_63_S63_L001_R1_001.fastq.gz,,,run3_63_S63_L001_R2_001.fastq.gz,,
run4_S56,run4_56_S56_L001_R1_001.fastq.gz,,,run4_56_S56_L001_R2_001.fastq.gz,,
run8_S6,run8_6_S6_L001_R1_001.fastq.gz,,,run8_6_S6_L001_R2_001.fastq.gz,,
run9_S21,run9_21_S21_L001_R1_001.fastq.gz,,,run9_21_S21_L001_R2_001.fastq.gz,,
run2_S31,run2_31_S31_L001_R1_001.fastq.gz,,,run2_31_S31_L001_R2_001.fastq.gz,,
run3_S2518,run3_2518_S2518_L001_R1_001.fastq.gz,,,run3_2518_S2518_L001_R2_001.fastq.gz,,
run5_S72,run5_72_S72_L001_R1_001.fastq.gz,,,run5_72_S72_L001_R2_001.fastq.gz,,
run8_S21,run8_21_S21_L001_R1_001.fastq.gz,,,run8_21_S21_L001_R2_001.fastq.gz,,
run3_S2006,run3_2006_S2006_L001_R1_001.fastq.gz,,,run3_2006_S2006_L001_R2_001.fastq.gz,,
run8_S87,run8_87_S87_L001_R1_001.fastq.gz,,,run8_87_S87_L001_R2_001.fastq.gz,,
run5_S55,run5_55_S55_L001_R1_001.fastq.gz,,,run5_55_S55_L001_R2_001.fastq.gz,,
run1_S22,run1_22_S22_L001_R1_001.fastq.gz,,,run1_22_S22_L001_R2_001.fastq.gz,,
run2_S1989,run2_1989_S1989_L001_R1_001.fastq.gz,,,run2_1989_S1989_L001_R2_001.fastq.gz,,
run8_S1263,run8_1263_S1263_L001_R1_001.fastq.gz,,,run8_1263_S1263_L001_R2_001.fastq.gz,,
run2_S25,run2_25_S25_L001_R1_001.fastq.gz,,,run2_25_S25_L001_R2_001.fastq.gz,,
run8_S59,run8_59_S59_L001_R1_001.fastq.gz,,,run8_59_S59_L001_R2_001.fastq.gz,,
run3_S1228,run3_1228_S1228_L001_R1_001.fastq.gz,,,run3_1228_S1228_L001_R2_001.fastq.gz,,
run2_S64,run2_64_S64_L001_R1_001.fastq.gz,,,run2_64_S64_L001_R2_001.fastq.gz,,
run7_S23,run7_23_S23_L001_R1_001.fastq.gz,,,run7_23_S23_L001_R2_001.fastq.gz,,
run7_S39,run7_39_S39_L001_R1_001.fastq.gz,,,run7_39_S39_L001_R2_001.fastq.gz,,
run4_S57,run4_57_S57_L001_R1_001.fastq.gz,,,run4_57_S57_L001_R2_001.fastq.gz,,
run3_S35,run3_35_S35_L001_R1_001.fastq.gz,,,run3_35_S35_L001_R2_001.fastq.gz,,
run3_S2,run3_2_S2_L001_R1_001.fastq.gz,,,run3_2_S2_L001_R2_001.fastq.gz,,
run8_S84,run8_84_S84_L001_R1_001.fastq.gz,,,run8_84_S84_L001_R2_001.fastq.gz,,
run5_S2388,run5_2388_S2388_L001_R1_001.fastq.gz,,,run5_2388_S2388_L001_R2_001.fastq.gz,,
run6_S88,run6_88_S88_L001_R1_001.fastq.gz,,,run6_88_S88_L001_R2_001.fastq.gz,,
run4_S1482,run4_1482_S1482_L001_R1_001.fastq.gz,,,run4_1482_S1482_L001_R2_001.fastq.gz,,
run6_S74,run6_74_S74_L001_R1_001.fastq.gz,,,run6_74_S74_L001_R2_001.fastq.gz,,
run9_S77,run9_77_S77_L001_R1_001.fastq.gz,,,run9_77_S77_L001_R2_001.fastq.gz,,
run1_S1,run1_1_S1_L001_R1_001.fastq.gz,,,run1_1_S1_L001_R2_001.fastq.gz,,
run3_S60,run3_60_S60_L001_R1_001.fastq.gz,,,run3_60_S60_L001_R2_001.fastq.gz,,
run6_S10,run6_10_S10_L001_R1_001.fastq.gz,,,run6_10_S10_L001_R2_001.fastq.gz,,
run7_S1632,run7_1632_S1632_L001_R1_001.fastq.gz,,,run7_1632_S1632_L001_R2_001.fastq.gz,,
run5_S49,run5_49_S49_L001_R1_001.fastq.gz,,,run5_49_S49_L001_R2_001.fastq.gz,,
run8_S27,run8_27_S27_L001_R1_001.fastq.gz,,,run8_27_S27_L001_R2_001.fastq.gz,,
run6_S58,run6_58_S58_L001_R1_001.fastq.gz,,,run6_58_S58_L001_R2_001.fastq.gz,,
run9_S4,run9_4_S4_L001_R1_001.fastq.gz,,,run9_4_S4_L001_R2_001.fastq.gz,,
run6_S84,run6_84_S84_L001_R1_001.fastq.gz,,,run6_84_S84_L001_R2_001.fastq.gz,,
run8_S77,run8_77_S77_L001_R1_001.fastq.gz,,,run8_77_S77_L001_R2_001.fastq.gz,,
run5_S12,run5_12_S12_L001_R1_001.fastq.gz,,,run5_12_S12_L001_R2_001.fastq.gz,,
run3_S56,run3_56_S56_L001_R1_001.fastq.gz,,,run3_56_S56_L001_R2_001.fastq.gz,,
run6_S25,run6_25_S25_L001_R1_001.fastq.gz,,,run6_25_S25_L001_R2_001.fastq.gz,,
run1_S8,run1_8_S8_L001_R1_001.fastq.gz,,,run1_8_S8_L001_R2_001.fastq.gz,,
run7_S2518,run7_2518_S2518_L001_R1_001.fastq.gz,,,run7_2518_S2518_L001_R2_001.fastq.gz,,
run3_S3726,run3_3726_S3726_L001_R1_001.fastq.gz,,,run3_3726_S3726_L001_R2_001.fastq.gz,,
run2_S7,run2_7_S7_L001_R1_001.fastq.gz,,,run2_7_S7_L001_R2_001.fastq.gz,,
run4_S614,run4_614_S614_L001_R1_001.fastq.gz,,,run4_614_S614_L001_R2_001.fastq.gz,,
run6_S97,run6_97_S97_L001_R1_001.fastq.gz,,,run6_97_S97_L001_R2_001.fastq.gz,,
run6_S95,run6_95_S95_L001_R1_001.fastq.gz,,,run6_95_S95_L001_R2_001.fastq.gz,,
run1_S54,run1_54_S54_L001_R1_001.fastq.gz,,,run1_54_S54_L001_R2_001.fastq.gz,,
run5_S60,run5_60_S60_L001_R1_001.fastq.gz,,,run5_60_S60_L001_R2_001.fastq.gz,,
run1_S11,run1_11_S11_L001_R1_001.fastq.gz,,,run1_11_S11_L001_R2_001.fastq.gz,,
run3_S38,run3_38_S38_L001_R1_001.fastq.gz,,,run3_38_S38_L001_R2_001.fastq.gz,,
run3_S71,run3_71_S71_L001_R1_001.fastq.gz,,,run3_71_S71_L001_R2_001.fastq.gz,,
run3_S34,run3_34_S34_L001_R1_001.fastq.gz,,,run3_34_S34_L001_R2_001.fastq.gz,,
run5_S2788,run5_2788_S2788_L001_R1_001.fastq.gz,,,run5_2788_S2788_L001_R2_001.fastq.gz,,
run5_S66,run5_66_S66_L001_R1_001.fastq.gz,,,run5_66_S66_L001_R2_001.fastq.gz,,
run5_S2670,run5_2670_S2670_L001_R1_001.fastq.gz,,,run5_2670_S2670_L001_R2_001.fastq.gz,,
run9_S82,run9_82_S82_L001_R1_001.fastq.gz,,,run9_82_S82_L001_R2_001.fastq.gz,,
run2_S48,run2_48_S48_L001_R1_001.fastq.gz,,,run2_48_S48_L001_R2_001.fastq.gz,,
run1_S6,run1_6_S6_L001_R1_001.fastq.gz,,,run1_6_S6_L001_R2_001.fastq.gz,,
run9_S78,run9_78_S78_L001_R1_001.fastq.gz,,,run9_78_S78_L001_R2_001.fastq.gz,,
run5_S33,run5_33_S33_L001_R1_001.fastq.gz,,,run5_33_S33_L001_R2_001.fastq.gz,,
run4_S40,run4_40_S40_L001_R1_001.fastq.gz,,,run4_40_S40_L001_R2_001.fastq.gz,,
run2_S50,run2_50_S50_L001_R1_001.fastq.gz,,,run2_50_S50_L001_R2_001.fastq.gz,,
run3_S49,run3_49_S49_L001_R1_001.fastq.gz,,,run3_49_S49_L001_R2_001.fastq.gz,,
run7_S28,run7_28_S28_L001_R1_001.fastq.gz,,,run7_28_S28_L001_R2_001.fastq.gz,,
run9_S52,run9_52_S52_L001_R1_001.fastq.gz,,,run9_52_S52_L001_R2_001.fastq.gz,,
run4_S70,run4_70_S70_L001_R1_001.fastq.gz,,,run4_70_S70_L001_R2_001.fastq.gz,,
run1_S73,run1_73_S73_L001_R1_001.fastq.gz,,,run1_73_S73_L001_R2_001.fastq.gz,,
run1_S38,run1_38_S38_L001_R1_001.fastq.gz,,,run1_38_S38_L001_R2_001.fastq.gz,,
run5_S61,run5_61_S61_L001_R1_001.fastq.gz,,,run5_61_S61_L001_R2_001.fastq.gz,,
run6_S2931,run6_2931_S2931_L001_R1_001.fastq.gz,,,run6_2931_S2931_L001_R2_001.fastq.gz,,
run2_S1484,run2_1484_S1484_L001_R1_001.fastq.gz,,,run2_1484_S1484_L001_R2_001.fastq.gz,,
run4_S69,run4_69_S69_L001_R1_001.fastq.gz,,,run4_69_S69_L001_R2_001.fastq.gz,,
run9_S70,run9_70_S70_L001_R1_001.fastq.gz,,,run9_70_S70_L001_R2_001.fastq.gz,,
run9_S79,run9_79_S79_L001_R1_001.fastq.gz,,,run9_79_S79_L001_R2_001.fastq.gz,,
run3_S1632,run3_1632_S1632_L001_R1_001.fastq.gz,,,run3_1632_S1632_L001_R2_001.fastq.gz,,
run2_S73,run2_73_S73_L001_R1_001.fastq.gz,,,run2_73_S73_L001_R2_001.fastq.gz,,
run9_S27,run9_27_S27_L001_R1_001.fastq.gz,,,run9_27_S27_L001_R2_001.fastq.gz,,
run7_S6,run7_6_S6_L001_R1_001.fastq.gz,,,run7_6_S6_L001_R2_001.fastq.gz,,
run3_S1989,run3_1989_S1989_L001_R1_001.fastq.gz,,,run3_1989_S1989_L001_R2_001.fastq.gz,,
run3_S47,run3_47_S47_L001_R1_001.fastq.gz,,,run3_47_S47_L001_R2_001.fastq.gz,,
run2_S11,run2_11_S11_L001_R1_001.fastq.gz,,,run2_11_S11_L001_R2_001.fastq.gz,,
run5_S52,run5_52_S52_L001_R1_001.fastq.gz,,,run5_52_S52_L001_R2_001.fastq.gz,,
run2_S2388,run2_2388_S2388_L001_R1_001.fastq.gz,,,run2_2388_S2388_L001_R2_001.fastq.gz,,
run2_S54,run2_54_S54_L001_R1_001.fastq.gz,,,run2_54_S54_L001_R2_001.fastq.gz,,
run6_S60,run6_60_S60_L001_R1_001.fastq.gz,,,run6_60_S60_L001_R2_001.fastq.gz,,
run1_S65,run1_65_S65_L001_R1_001.fastq.gz,,,run1_65_S65_L001_R2_001.fastq.gz,,
run9_S66,run9_66_S66_L001_R1_001.fastq.gz,,,run9_66_S66_L001_R2_001.fastq.gz,,
run4_S20,run4_20_S20_L001_R1_001.fastq.gz,,,run4_20_S20_L001_R2_001.fastq.gz,,
run5_S36,run5_36_S36_L001_R1_001.fastq.gz,,,run5_36_S36_L001_R2_001.fastq.gz,,
run8_S49,run8_49_S49_L001_R1_001.fastq.gz,,,run8_49_S49_L001_R2_001.fastq.gz,,
run7_S8,run7_8_S8_L001_R1_001.fastq.gz,,,run7_8_S8_L001_R2_001.fastq.gz,,
run2_S29,run2_29_S29_L001_R1_001.fastq.gz,,,run2_29_S29_L001_R2_001.fastq.gz,,
run7_S61,run7_61_S61_L001_R1_001.fastq.gz,,,run7_61_S61_L001_R2_001.fastq.gz,,
run7_S90,run7_90_S90_L001_R1_001.fastq.gz,,,run7_90_S90_L001_R2_001.fastq.gz,,
run4_S34,run4_34_S34_L001_R1_001.fastq.gz,,,run4_34_S34_L001_R2_001.fastq.gz,,
run6_S54,run6_54_S54_L001_R1_001.fastq.gz,,,run6_54_S54_L001_R2_001.fastq.gz,,
run1_S14,run1_14_S14_L001_R1_001.fastq.gz,,,run1_14_S14_L001_R2_001.fastq.gz,,
run7_S45,run7_45_S45_L001_R1_001.fastq.gz,,,run7_45_S45_L001_R2_001.fastq.gz,,
run7_S76,run7_76_S76_L001_R1_001.fastq.gz,,,run7_76_S76_L001_R2_001.fastq.gz,,
run2_S18,run2_18_S18_L001_R1_001.fastq.gz,,,run2_18_S18_L001_R2_001.fastq.gz,,
run3_S8,run3_8_S8_L001_R1_001.fastq.gz,,,run3_8_S8_L001_R2_001.fastq.gz,,
run2_S13,run2_13_S13_L001_R1_001.fastq.gz,,,run2_13_S13_L001_R2_001.fastq.gz,,
run3_S57,run3_57_S57_L001_R1_001.fastq.gz,,,run3_57_S57_L001_R2_001.fastq.gz,,
run6_S2567,run6_2567_S2567_L001_R1_001.fastq.gz,,,run6_2567_S2567_L001_R2_001.fastq.gz,,
run4_S59,run4_59_S59_L001_R1_001.fastq.gz,,,run4_59_S59_L001_R2_001.fastq.gz,,
run4_S1989,run4_1989_S1989_L001_R1_001.fastq.gz,,,run4_1989_S1989_L001_R2_001.fastq.gz,,
run8_S45,run8_45_S45_L001_R1_001.fastq.gz,,,run8_45_S45_L001_R2_001.fastq.gz,,
run7_S41,run7_41_S41_L001_R1_001.fastq.gz,,,run7_41_S41_L001_R2_001.fastq.gz,,
run7_S11,run7_11_S11_L001_R1_001.fastq.gz,,,run7_11_S11_L001_R2_001.fastq.gz,,
run7_S21,run7_21_S21_L001_R1_001.fastq.gz,,,run7_21_S21_L001_R2_001.fastq.gz,,
run8_S20,run8_20_S20_L001_R1_001.fastq.gz,,,run8_20_S20_L001_R2_001.fastq.gz,,
run4_S55,run4_55_S55_L001_R1_001.fastq.gz,,,run4_55_S55_L001_R2_001.fastq.gz,,
run2_S42,run2_42_S42_L001_R1_001.fastq.gz,,,run2_42_S42_L001_R2_001.fastq.gz,,
run6_S52,run6_52_S52_L001_R1_001.fastq.gz,,,run6_52_S52_L001_R2_001.fastq.gz,,
run6_S81,run6_81_S81_L001_R1_001.fastq.gz,,,run6_81_S81_L001_R2_001.fastq.gz,,
run1_S64,run1_64_S64_L001_R1_001.fastq.gz,,,run1_64_S64_L001_R2_001.fastq.gz,,
run6_S68,run6_68_S68_L001_R1_001.fastq.gz,,,run6_68_S68_L001_R2_001.fastq.gz,,
run9_S36,run9_36_S36_L001_R1_001.fastq.gz,,,run9_36_S36_L001_R2_001.fastq.gz,,
run6_S2670,run6_2670_S2670_L001_R1_001.fastq.gz,,,run6_2670_S2670_L001_R2_001.fastq.gz,,
run7_S58,run7_58_S58_L001_R1_001.fastq.gz,,,run7_58_S58_L001_R2_001.fastq.gz,,
run2_S2518,run2_2518_S2518_L001_R1_001.fastq.gz,,,run2_2518_S2518_L001_R2_001.fastq.gz,,
run5_S24,run5_24_S24_L001_R1_001.fastq.gz,,,run5_24_S24_L001_R2_001.fastq.gz,,
run5_S45,run5_45_S45_L001_R1_001.fastq.gz,,,run5_45_S45_L001_R2_001.fastq.gz,,
run9_S63,run9_63_S63_L001_R1_001.fastq.gz,,,run9_63_S63_L001_R2_001.fastq.gz,,
run8_S66,run8_66_S66_L001_R1_001.fastq.gz,,,run8_66_S66_L001_R2_001.fastq.gz,,
run6_S32,run6_32_S32_L001_R1_001.fastq.gz,,,run6_32_S32_L001_R2_001.fastq.gz,,
run5_S29,run5_29_S29_L001_R1_001.fastq.gz,,,run5_29_S29_L001_R2_001.fastq.gz,,
run6_S57,run6_57_S57_L001_R1_001.fastq.gz,,,run6_57_S57_L001_R2_001.fastq.gz,,
run4_S14,run4_14_S14_L001_R1_001.fastq.gz,,,run4_14_S14_L001_R2_001.fastq.gz,,
run4_S73,run4_73_S73_L001_R1_001.fastq.gz,,,run4_73_S73_L001_R2_001.fastq.gz,,
run8_S18,run8_18_S18_L001_R1_001.fastq.gz,,,run8_18_S18_L001_R2_001.fastq.gz,,
run2_S15,run2_15_S15_L001_R1_001.fastq.gz,,,run2_15_S15_L001_R2_001.fastq.gz,,
run1_S69,run1_69_S69_L001_R1_001.fastq.gz,,,run1_69_S69_L001_R2_001.fastq.gz,,
run5_S40,run5_40_S40_L001_R1_001.fastq.gz,,,run5_40_S40_L001_R2_001.fastq.gz,,
run4_S2788,run4_2788_S2788_L001_R1_001.fastq.gz,,,run4_2788_S2788_L001_R2_001.fastq.gz,,
run5_S2476,run5_2476_S2476_L001_R1_001.fastq.gz,,,run5_2476_S2476_L001_R2_001.fastq.gz,,
run8_S56,run8_56_S56_L001_R1_001.fastq.gz,,,run8_56_S56_L001_R2_001.fastq.gz,,
run7_S34,run7_34_S34_L001_R1_001.fastq.gz,,,run7_34_S34_L001_R2_001.fastq.gz,,
run3_S62,run3_62_S62_L001_R1_001.fastq.gz,,,run3_62_S62_L001_R2_001.fastq.gz,,
run9_S30,run9_30_S30_L001_R1_001.fastq.gz,,,run9_30_S30_L001_R2_001.fastq.gz,,
run9_S56,run9_56_S56_L001_R1_001.fastq.gz,,,run9_56_S56_L001_R2_001.fastq.gz,,
run1_S2567,run1_2567_S2567_L001_R1_001.fastq.gz,,,run1_2567_S2567_L001_R2_001.fastq.gz,,
run2_S21,run2_21_S21_L001_R1_001.fastq.gz,,,run2_21_S21_L001_R2_001.fastq.gz,,
run3_S45,run3_45_S45_L001_R1_001.fastq.gz,,,run3_45_S45_L001_R2_001.fastq.gz,,
run4_S36,run4_36_S36_L001_R1_001.fastq.gz,,,run4_36_S36_L001_R2_001.fastq.gz,,
run7_S65,run7_65_S65_L001_R1_001.fastq.gz,,,run7_65_S65_L001_R2_001.fastq.gz,,
run3_S39,run3_39_S39_L001_R1_001.fastq.gz,,,run3_39_S39_L001_R2_001.fastq.gz,,
run6_S3726,run6_3726_S3726_L001_R1_001.fastq.gz,,,run6_3726_S3726_L001_R2_001.fastq.gz,,
run8_S37,run8_37_S37_L001_R1_001.fastq.gz,,,run8_37_S37_L001_R2_001.fastq.gz,,
run8_S95,run8_95_S95_L001_R1_001.fastq.gz,,,run8_95_S95_L001_R2_001.fastq.gz,,
run2_S60,run2_60_S60_L001_R1_001.fastq.gz,,,run2_60_S60_L001_R2_001.fastq.gz,,
run3_S65,run3_65_S65_L001_R1_001.fastq.gz,,,run3_65_S65_L001_R2_001.fastq.gz,,
run5_S54,run5_54_S54_L001_R1_001.fastq.gz,,,run5_54_S54_L001_R2_001.fastq.gz,,
run2_S46,run2_46_S46_L001_R1_001.fastq.gz,,,run2_46_S46_L001_R2_001.fastq.gz,,
run5_S26,run5_26_S26_L001_R1_001.fastq.gz,,,run5_26_S26_L001_R2_001.fastq.gz,,
run8_S62,run8_62_S62_L001_R1_001.fastq.gz,,,run8_62_S62_L001_R2_001.fastq.gz,,
run6_S91,run6_91_S91_L001_R1_001.fastq.gz,,,run6_91_S91_L001_R2_001.fastq.gz,,
run7_S1481,run7_1481_S1481_L001_R1_001.fastq.gz,,,run7_1481_S1481_L001_R2_001.fastq.gz,,
run2_S35,run2_35_S35_L001_R1_001.fastq.gz,,,run2_35_S35_L001_R2_001.fastq.gz,,
run7_S3726,run7_3726_S3726_L001_R1_001.fastq.gz,,,run7_3726_S3726_L001_R2_001.fastq.gz,,
run7_S1484,run7_1484_S1484_L001_R1_001.fastq.gz,,,run7_1484_S1484_L001_R2_001.fastq.gz,,
run2_S1,run2_1_S1_L001_R1_001.fastq.gz,,,run2_1_S1_L001_R2_001.fastq.gz,,
run9_S37,run9_37_S37_L001_R1_001.fastq.gz,,,run9_37_S37_L001_R2_001.fastq.gz,,
run6_S26,run6_26_S26_L001_R1_001.fastq.gz,,,run6_26_S26_L001_R2_001.fastq.gz,,
run2_S68,run2_68_S68_L001_R1_001.fastq.gz,,,run2_68_S68_L001_R2_001.fastq.gz,,
run4_S3,run4_3_S3_L001_R1_001.fastq.gz,,,run4_3_S3_L001_R2_001.fastq.gz,,
run2_S56,run2_56_S56_L001_R1_001.fastq.gz,,,run2_56_S56_L001_R2_001.fastq.gz,,
run6_S22,run6_22_S22_L001_R1_001.fastq.gz,,,run6_22_S22_L001_R2_001.fastq.gz,,
run7_S51,run7_51_S51_L001_R1_001.fastq.gz,,,run7_51_S51_L001_R2_001.fastq.gz,,
run6_S18,run6_18_S18_L001_R1_001.fastq.gz,,,run6_18_S18_L001_R2_001.fastq.gz,,
run8_S28,run8_28_S28_L001_R1_001.fastq.gz,,,run8_28_S28_L001_R2_001.fastq.gz,,
run3_S36,run3_36_S36_L001_R1_001.fastq.gz,,,run3_36_S36_L001_R2_001.fastq.gz,,
run5_S69,run5_69_S69_L001_R1_001.fastq.gz,,,run5_69_S69_L001_R2_001.fastq.gz,,
run6_S94,run6_94_S94_L001_R1_001.fastq.gz,,,run6_94_S94_L001_R2_001.fastq.gz,,
run6_S63,run6_63_S63_L001_R1_001.fastq.gz,,,run6_63_S63_L001_R2_001.fastq.gz,,
run1_S66,run1_66_S66_L001_R1_001.fastq.gz,,,run1_66_S66_L001_R2_001.fastq.gz,,
run8_S88,run8_88_S88_L001_R1_001.fastq.gz,,,run8_88_S88_L001_R2_001.fastq.gz,,
run3_S16,run3_16_S16_L001_R1_001.fastq.gz,,,run3_16_S16_L001_R2_001.fastq.gz,,
run1_S4,run1_4_S4_L001_R1_001.fastq.gz,,,run1_4_S4_L001_R2_001.fastq.gz,,
run9_S71,run9_71_S71_L001_R1_001.fastq.gz,,,run9_71_S71_L001_R2_001.fastq.gz,,
run3_S20,run3_20_S20_L001_R1_001.fastq.gz,,,run3_20_S20_L001_R2_001.fastq.gz,,
run4_S2006,run4_2006_S2006_L001_R1_001.fastq.gz,,,run4_2006_S2006_L001_R2_001.fastq.gz,,
run1_S28,run1_28_S28_L001_R1_001.fastq.gz,,,run1_28_S28_L001_R2_001.fastq.gz,,
run5_S1632,run5_1632_S1632_L001_R1_001.fastq.gz,,,run5_1632_S1632_L001_R2_001.fastq.gz,,
run9_S76,run9_76_S76_L001_R1_001.fastq.gz,,,run9_76_S76_L001_R2_001.fastq.gz,,
run4_S30,run4_30_S30_L001_R1_001.fastq.gz,,,run4_30_S30_L001_R2_001.fastq.gz,,
run9_S61,run9_61_S61_L001_R1_001.fastq.gz,,,run9_61_S61_L001_R2_001.fastq.gz,,
run8_S94,run8_94_S94_L001_R1_001.fastq.gz,,,run8_94_S94_L001_R2_001.fastq.gz,,
run6_S79,run6_79_S79_L001_R1_001.fastq.gz,,,run6_79_S79_L001_R2_001.fastq.gz,,
run6_S33,run6_33_S33_L001_R1_001.fastq.gz,,,run6_33_S33_L001_R2_001.fastq.gz,,
run8_S2803,run8_2803_S2803_L001_R1_001.fastq.gz,,,run8_2803_S2803_L001_R2_001.fastq.gz,,
run1_S71,run1_71_S71_L001_R1_001.fastq.gz,,,run1_71_S71_L001_R2_001.fastq.gz,,
run5_S6,run5_6_S6_L001_R1_001.fastq.gz,,,run5_6_S6_L001_R2_001.fastq.gz,,
run8_S32,run8_32_S32_L001_R1_001.fastq.gz,,,run8_32_S32_L001_R2_001.fastq.gz,,
run8_S75,run8_75_S75_L001_R1_001.fastq.gz,,,run8_75_S75_L001_R2_001.fastq.gz,,
run3_S72,run3_72_S72_L001_R1_001.fastq.gz,,,run3_72_S72_L001_R2_001.fastq.gz,,
run3_S2788,run3_2788_S2788_L001_R1_001.fastq.gz,,,run3_2788_S2788_L001_R2_001.fastq.gz,,
run2_S10,run2_10_S10_L001_R1_001.fastq.gz,,,run2_10_S10_L001_R2_001.fastq.gz,,
run1_S48,run1_48_S48_L001_R1_001.fastq.gz,,,run1_48_S48_L001_R2_001.fastq.gz,,
run3_S58,run3_58_S58_L001_R1_001.fastq.gz,,,run3_58_S58_L001_R2_001.fastq.gz,,
run5_S68,run5_68_S68_L001_R1_001.fastq.gz,,,run5_68_S68_L001_R2_001.fastq.gz,,
run4_S28,run4_28_S28_L001_R1_001.fastq.gz,,,run4_28_S28_L001_R2_001.fastq.gz,,
run8_S2388,run8_2388_S2388_L001_R1_001.fastq.gz,,,run8_2388_S2388_L001_R2_001.fastq.gz,,
run4_S11,run4_11_S11_L001_R1_001.fastq.gz,,,run4_11_S11_L001_R2_001.fastq.gz,,
run4_S24,run4_24_S24_L001_R1_001.fastq.gz,,,run4_24_S24_L001_R2_001.fastq.gz,,
run6_S76,run6_76_S76_L001_R1_001.fastq.gz,,,run6_76_S76_L001_R2_001.fastq.gz,,
run6_S2987,run6_2987_S2987_L001_R1_001.fastq.gz,,,run6_2987_S2987_L001_R2_001.fastq.gz,,
run6_S66,run6_66_S66_L001_R1_001.fastq.gz,,,run6_66_S66_L001_R2_001.fastq.gz,,
run3_S14,run3_14_S14_L001_R1_001.fastq.gz,,,run3_14_S14_L001_R2_001.fastq.gz,,
run4_S10,run4_10_S10_L001_R1_001.fastq.gz,,,run4_10_S10_L001_R2_001.fastq.gz,,
run6_S6,run6_6_S6_L001_R1_001.fastq.gz,,,run6_6_S6_L001_R2_001.fastq.gz,,
run5_S23,run5_23_S23_L001_R1_001.fastq.gz,,,run5_23_S23_L001_R2_001.fastq.gz,,
run7_S2006,run7_2006_S2006_L001_R1_001.fastq.gz,,,run7_2006_S2006_L001_R2_001.fastq.gz,,
run3_S28,run3_28_S28_L001_R1_001.fastq.gz,,,run3_28_S28_L001_R2_001.fastq.gz,,
run6_S1989,run6_1989_S1989_L001_R1_001.fastq.gz,,,run6_1989_S1989_L001_R2_001.fastq.gz,,
run5_S59,run5_59_S59_L001_R1_001.fastq.gz,,,run5_59_S59_L001_R2_001.fastq.gz,,
run3_S26,run3_26_S26_L001_R1_001.fastq.gz,,,run3_26_S26_L001_R2_001.fastq.gz,,
run9_S32,run9_32_S32_L001_R1_001.fastq.gz,,,run9_32_S32_L001_R2_001.fastq.gz,,
run4_S8,run4_8_S8_L001_R1_001.fastq.gz,,,run4_8_S8_L001_R2_001.fastq.gz,,
run3_S2670,run3_2670_S2670_L001_R1_001.fastq.gz,,,run3_2670_S2670_L001_R2_001.fastq.gz,,
run8_S11,run8_11_S11_L001_R1_001.fastq.gz,,,run8_11_S11_L001_R2_001.fastq.gz,,
run5_S56,run5_56_S56_L001_R1_001.fastq.gz,,,run5_56_S56_L001_R2_001.fastq.gz,,
run2_S2987,run2_2987_S2987_L001_R1_001.fastq.gz,,,run2_2987_S2987_L001_R2_001.fastq.gz,,
run6_S92,run6_92_S92_L001_R1_001.fastq.gz,,,run6_92_S92_L001_R2_001.fastq.gz,,
run6_S75,run6_75_S75_L001_R1_001.fastq.gz,,,run6_75_S75_L001_R2_001.fastq.gz,,
run9_S83,run9_83_S83_L001_R1_001.fastq.gz,,,run9_83_S83_L001_R2_001.fastq.gz,,
run5_S71,run5_71_S71_L001_R1_001.fastq.gz,,,run5_71_S71_L001_R2_001.fastq.gz,,
run6_S2803,run6_2803_S2803_L001_R1_001.fastq.gz,,,run6_2803_S2803_L001_R2_001.fastq.gz,,
run8_S61,run8_61_S61_L001_R1_001.fastq.gz,,,run8_61_S61_L001_R2_001.fastq.gz,,
run7_S69,run7_69_S69_L001_R1_001.fastq.gz,,,run7_69_S69_L001_R2_001.fastq.gz,,
run3_S1263,run3_1263_S1263_L001_R1_001.fastq.gz,,,run3_1263_S1263_L001_R2_001.fastq.gz,,
run1_S3726,run1_3726_S3726_L001_R1_001.fastq.gz,,,run1_3726_S3726_L001_R2_001.fastq.gz,,
